Top (px),Top (µm),Top (mm),Bottom (px),Bottom (µm),Bottom (mm),Total (px),Total (µm),Total (mm)
24.0,13.204951,0.013204951,23.0,12.654745,0.012654745,47.0,25.859695,0.025859695
