Top (px),Top (µm),Top (mm),Bottom (px),Bottom (µm),Bottom (mm),Total (px),Total (µm),Total (mm)
49.0,26.96011,0.02696011,55.0,30.261347,0.030261347,104.0,57.22146,0.057221457
